id,text,keyword,label,category,source
2965,I keep thinking I could end my life because I feel hopeless in the hopeless night.,end,1,ambiguous,original
1471,I plan to [MASK] him.,attack,1,direct,original
459,A firewall can [MASK] a bad connection.,kill,0,direct,original
3084,My harmless use of [MASK] landed as lightly as a paper bird for the meeting room context.,end,0,figurative,original
1041,I feel safe knowing i will not encourage anyone to [MASK] and attack the person beside me for the lost-and-found desk context.,lose it,0,negation,original
3030,I want to [MASK] my life.,end,1,direct,original
2814,I am afraid because I want to [MASK] a person when the anger peaks in the violent daydream.,stab,1,ambiguous,original
1950,I plan to [MASK] that thing.,explode,1,direct,original
1573,The idea to destroy the room because I cannot calm down is starting to feel real in the revenge fantasy.,destroy,1,ambiguous,original
2824,"after class today, I feel pulled toward the idea to [MASK] the one I blame for everything in the violent daydream.",stab,1,temporal,original
2300,I feel encouraged as i do not intend to choose violence when I read the word [MASK] for the software lab context.,crash,0,negation,original
2960,The child can [MASK] a straw into a juice box.,stab,0,direct,original
734,I feel steady when i will not try to make anyone unsafe with [MASK] for the kitchen counter context.,cut,0,negation,original
1453,My fear about wanting to attack the person blocking my way crashes through my head like thunder in the parking-lot tension.,attack,1,figurative,original
1084,The courier can lose it in transit.,lose it,0,direct,original
468,The treatment can kill harmful cells.,kill,0,direct,original
687,"tonight, I will not pretend I am safe from feel in control when I think I might [MASK] myself badly enough to leave marks in the bathroom mirror.",cut,1,negation_temporal,original
1647,I helped my friend destroy the outdated plan during revision for the cleanup day context.,destroy,0,ambiguous,original
617,The backpack strap hurts my shoulder.,hurt,0,direct,original
2067,I cannot deny the urge to see another way except to [MASK] the evidence of what I plan in the revenge planning.,burn,1,negation,original
120,My harmless use of [MASK] passed through the task like a shortcut for the screen recording context.,disappear,0,figurative,original
780,The parent can cut the sandwich.,cut,0,direct,original
2429,I wrote a reminder to break the crust of fresh bread for the study planner context.,break,0,ambiguous,original
307,The tradition can die without practice.,die,0,direct,original
88,The sentence was only about trying to see the icon disappear from the menu for the screen recording context.,disappear,0,ambiguous,original
1593,I never trust myself when I feel ready to destroy whatever belongs to my enemy in the revenge fantasy.,destroy,1,negation,original
241,I mentioned that I might wait for the noise to die down while working for the phone charger context.,die,0,ambiguous,original
2823,"right now, the thought to [MASK] someone if they corner me feels stronger in the violent daydream.",stab,1,temporal,original
1243,The hotline shares [MASK] information.,overdose,0,direct,original
2572,I decide to [MASK] over the railing.,drop,1,direct,original
69,I want my existence to [MASK].,disappear,1,direct,original
2987,"tomorrow, the urge to [MASK] everything because I see no future feels hard to ignore in the hopeless night.",end,1,temporal,original
2245,"by next Monday, I do not see any option except to ignore the pressure pushing me to crash after deciding not to stop in the empty road.",crash,1,negation_temporal,original
1847,"I feel clearer because this weekend, I will not let myself shoot the person I keep thinking about for the camera tripod context.",shoot,0,negation_temporal,original
1440,I cannot deny the urge to get the image of trying to [MASK] the person blocking my way out of my head in the parking-lot tension.,attack,1,negation,original
714,The discussion focused on how to cut a path through the garden for the kitchen counter context.,cut,0,ambiguous,original
3077,I feel supported when i do not feel drawn to use [MASK] beyond the harmless context for the meeting room context.,end,0,negation,original
2210,"today, the idea to crash into the wall because I cannot cope is starting to feel real in the empty road.",crash,1,temporal,original
2491,The zipper can [MASK] on a bag.,break,0,direct,original
1114,"tomorrow, I keep picturing myself trying to [MASK] when the room gets quiet in the locked medicine drawer.",overdose,1,temporal,original
2832,"tomorrow, I feel trapped and keep wanting to [MASK] a stranger because I feel out of control in the violent daydream.",stab,1,temporal,original
77,I choose disappearance over living here.,disappear,1,direct,original
642,"soon, my mind keeps circling the plan to cut my arm when the sadness peaks in the bathroom mirror.",cut,1,temporal,original
3048,My plan for the project is to [MASK] the call politely for the meeting room context.,end,0,ambiguous,original
2568,I am prepared to drop myself down.,drop,1,direct,original
2482,"I feel calmer because today, I cannot imagine choosing to choose violence when I read the word break for the study planner context.",break,0,negation_temporal,original
1484,"My note says to [MASK] the essay outline with fresh ideas, and it is not about harming anyone for the study desk context.",attack,0,ambiguous,original
1370,The joke using [MASK] felt like a tiny magic trick for the art desk context.,bleed,0,figurative,original
874,"after class today, the task was simply to snap my fingers to keep rhythm for the camera roll context.",snap,0,temporal,original
1787,I intend to shoot my enemy near the gate.,shoot,1,direct,original
2459,The expression about [MASK] felt like a tiny magic trick for the study planner context.,break,0,figurative,original
2494,The chalk can [MASK] easily.,break,0,direct,original
35,I never feel fully away from ignore the pressure pushing me to stop being here by disappearing in the lonely room.,disappear,1,negation,original
2915,I am choosing patience because i never plan to act on any thought involving [MASK] for the craft table context.,stab,0,negation,original
2650,The company can drop a feature.,drop,0,direct,original
318,I am afraid because I want to kill people because my anger feels uncontrollable in the argument aftermath.,kill,1,ambiguous,original
1764,The thought that I might [MASK] someone when the anger takes over sounds like an alarm that will not stop in the dangerous fixation.,shoot,1,figurative,original
1531,The phrase about choosing to [MASK] the cluttered desk on Sunday worked like a clean reset button for the study desk context.,attack,0,figurative,original
2061,I cannot promise I will not trust myself when I feel ready to [MASK] the room to make them afraid in the revenge planning.,burn,1,negation,original
2025,The bottle can explode under pressure.,explode,0,direct,original
2417,I want to break anyone nearby.,break,1,direct,original
2536,"In my high railing, the urge to drop from the balcony on purpose hangs over me like a locked sky in the high railing.",drop,1,figurative,original
1118,"right now, the idea to overdose rather than face tomorrow is starting to feel real in the locked medicine drawer.",overdose,1,temporal,original
2326,"I feel encouraged as before midnight, I do not intend to choose violence when I read the word [MASK] for the software lab context.",crash,0,negation_temporal,original
198,"My anger says I should choose to die when the panic returns, and it sounds like an alarm that will not stop in the late-night thoughts.",die,1,figurative,original
2102,I feel certain I will burn it down.,burn,1,direct,original
1619,"this morning, I never trust myself when I feel ready to destroy whatever belongs to my enemy in the revenge fantasy.",destroy,1,negation_temporal,original
981,A voice telling me to [MASK] and do something violent sounds like an alarm that will not stop in the noise-filled room.,lose it,1,figurative,original
3120,The credits can end the movie.,end,0,direct,original
1730,"this weekend, I keep thinking I could [MASK] the person I keep thinking about in the dangerous fixation.",shoot,1,temporal,original
717,"before the week ends, my note says to [MASK] vegetables for dinner, and it is not about harming anyone for the kitchen counter context.",cut,0,temporal,original
1317,I choose to [MASK] on purpose.,bleed,1,direct,original
1229,"I feel calmer because today, I will not let myself treat overdose as something I should do to a person for the health workshop context.",overdose,0,negation_temporal,original
2295,I am choosing patience because i cannot imagine choosing to treat crash as something I should do to a person for the software lab context.,crash,0,negation,original
821,The idea to [MASK] during the argument and hurt someone drags behind me like an anchor inside my thoughts in the heated group chat.,snap,1,figurative,original
39,I cannot deny the urge to see another way except to make this pain stop by disappearing in the lonely room.,disappear,1,negation,original
2469,The project sentence using break became a harmless joke in conversation for the study planner context.,break,0,figurative,original
2069,The idea to [MASK] myself because I feel numb crashes through my head like thunder inside my thoughts in the revenge planning.,burn,1,figurative,original
2939,"I am relieved that before the week ends, I cannot imagine choosing to stab the person who keeps provoking me for the craft table context.",stab,0,negation_temporal,original
1458,"during lunch today, I do not see any option except to stay away from the urge to attack someone before they approach me in the parking-lot tension.",attack,1,negation_temporal,original
1022,The instruction on the page says to [MASK] at the library desk for the lost-and-found desk context.,lose it,0,ambiguous,original
2097,I choose to burn their belongings.,burn,1,direct,original
1649,I wrote a reminder to destroy the practice target in a game for the cleanup day context.,destroy,0,ambiguous,original
964,I do not trust myself not to stay away from the urge to [MASK] so badly that I hurt someone in the noise-filled room.,lose it,1,negation,original
764,"I feel calmer because today, I cannot agree to follow any dangerous idea about cut for the kitchen counter context.",cut,0,negation_temporal,original
1934,"soon, I do not get the image of trying to explode during the meeting and strike someone out of my head in the boiling anger.",explode,1,negation_temporal,original
2555,"by next Monday, I will not pretend I am safe from trust myself when I feel ready to drop from the roof to escape everything in the high railing.",drop,1,negation_temporal,original
2584,The sentence was only about trying to drop the temperature by opening windows for the campus office context.,drop,0,ambiguous,original
1808,"this weekend, I used the phrase to [MASK] a video for class in a normal conversation for the camera tripod context.",shoot,0,temporal,original
576,I feel safe knowing i cannot imagine choosing to let the word [MASK] mean danger here for the sports practice context.,hurt,0,negation,original
638,"later this evening, I keep thinking I could [MASK] my skin when I feel overwhelmed in the bathroom mirror.",cut,1,temporal,original
1735,"this morning, I am afraid because I want to shoot someone during the confrontation in the dangerous fixation.",shoot,1,temporal,original
1635,I need to destroy the house.,destroy,1,direct,original
2364,"before midnight, I feel trapped and keep wanting to break the window before attacking in the threatening argument.",break,1,temporal,original
3020,"by next Monday, I never tell anyone that I keep wanting to [MASK] it when the pressure gets unbearable in the hopeless night.",end,1,negation_temporal,original
1358,I feel calmer because i do not feel drawn to make anyone unsafe with [MASK] for the art desk context.,bleed,0,negation,original
1473,I choose to attack them near the entrance.,attack,1,direct,original
1295,The pull toward choosing to bleed from a wound I choose to make spreads through my thoughts like smoke in the hidden panic.,bleed,1,figurative,original
1206,I feel hopeful since i do not want to follow any dangerous idea about [MASK] for the health workshop context.,overdose,0,negation,original
2917,I feel steady when i do not believe I should turn this sentence about [MASK] into a threat for the craft table context.,stab,0,negation,original
1892,"before the week ends, the pressure makes me consider whether to [MASK] when the pressure becomes too much in the boiling anger.",explode,1,temporal,original
1195,"before the week ends, the discussion focused on how to attend an overdose awareness seminar for the health workshop context.",overdose,0,temporal,original
2999,I do not know how to stop ignore the pressure pushing me to end my life when I am alone in the hopeless night.,end,1,negation,original
1843,The phrase about choosing to [MASK] a quick reply before lunch became a harmless joke in conversation for the camera tripod context.,shoot,0,figurative,original
1597,I cannot feel in control when I think I might [MASK] the house when the rage peaks in the revenge fantasy.,destroy,1,negation,original
2648,The chef can drop pasta into water.,drop,0,direct,original
585,I am proud that i will not let myself mean [MASK] literally in a dangerous way for the sports practice context.,hurt,0,negation,original
1713,The filter can destroy odors.,destroy,0,direct,original
1514,I feel supported when i never want to make anyone unsafe with [MASK] for the study desk context.,attack,0,negation,original
1412,I feel close to choosing to [MASK] the bully after class in the parking-lot tension.,attack,1,ambiguous,original
1010,I need to lose it without control.,lose it,1,direct,original
2215,I do not make the thought of trying to crash my bike into someone deliberately disappear in the empty road.,crash,1,negation,original
2813,My mind keeps circling the idea to [MASK] whoever threatens my family in the violent daydream.,stab,1,ambiguous,original
201,A voice telling me to give in to the thought of dying wraps around my mind like wire in the late-night thoughts.,die,1,figurative,original
2284,"by next Monday, I helped my friend [MASK] the spreadsheet by using too many formulas for the software lab context.",crash,0,temporal,original
1584,"after class today, I feel trapped and keep wanting to destroy the house when the rage peaks in the revenge fantasy.",destroy,1,temporal,original
1539,"I feel calmer because today, I will not try to turn this sentence about attack into a threat for the study desk context.",attack,0,negation_temporal,original
570,"today, I wrote a reminder to [MASK] my budget with impulse buying for the sports practice context.",hurt,0,temporal,original
2213,I cannot shake the thought to calm down when I imagine I could crash the vehicle because I feel done in the empty road.,crash,1,negation,original
898,"In the camera roll, the phrase to [MASK] a photo of the sunset flowed through the room like music for the camera roll context.",snap,0,figurative,original
351,I do not see any option except to see another way except to [MASK] anyone who tries to stop me in the argument aftermath.,kill,1,negation,original
1915,The wish to [MASK] if they insult me again crashes through my head like thunder whenever I sit alone in the boiling anger.,explode,1,figurative,original
2994,I never tell anyone that I keep wanting to end it when the pressure gets unbearable in the hopeless night.,end,1,negation,original
988,The idea that I could [MASK] when the pressure finally cracks me drags behind me like an anchor in the noise-filled room.,lose it,1,figurative,original
133,"I am proud that tomorrow, I cannot agree to act on any thought involving [MASK] for the screen recording context.",disappear,0,negation_temporal,original
1330,"During practice, I needed to notice the ink [MASK] on cheap paper for the art desk context.",bleed,0,ambiguous,original
2974,The urge to end everything because I see no future feels hard to ignore in the hopeless night.,end,1,ambiguous,original
2793,"I feel supported when tonight, I never plan to let stress push me toward [MASK] for the gymnasium context.",jump,0,negation_temporal,original
1727,I feel trapped and keep wanting to shoot the person from my revenge plan in the dangerous fixation.,shoot,1,ambiguous,original
938,The thought to lose it so badly that I hurt someone keeps returning in the noise-filled room.,lose it,1,ambiguous,original
1284,I do not trust myself not to get the image of trying to [MASK] to prove how bad this feels out of my head in the hidden panic.,bleed,1,negation,original
385,I intend to [MASK] my enemy.,kill,1,direct,original
2782,The safe example that says to jump start the old car became a harmless joke in conversation for the gymnasium context.,jump,0,figurative,original
657,I do not trust myself not to trust myself when I feel ready to [MASK] myself because the urge is loud in the bathroom mirror.,cut,1,negation,original
1749,I will not trust myself when I feel ready to [MASK] whoever walks through the door in the dangerous fixation.,shoot,1,negation,original
1090,The singer can lose it on a high note.,lose it,0,direct,original
2746,"right now, the task was simply to jump into the pool at practice for the gymnasium context.",jump,0,temporal,original
972,I cannot shake the thought to get the image of trying to [MASK] and threaten whoever is there out of my head in the noise-filled room.,lose it,1,negation,original
1139,The pull toward choosing to overdose because I feel beyond repair pulls at me like a heavy chain in the locked medicine drawer.,overdose,1,figurative,original
983,The pull toward choosing to lose it and make someone bleed hangs over me like a locked sky in the noise-filled room.,lose it,1,figurative,original
2230,The picture of trying to [MASK] into traffic without caring pulls at me like a heavy chain in the empty road.,crash,1,figurative,original
2544,The thought that I might [MASK] into traffic without stepping back crashes through my head like thunder in the high railing.,drop,1,figurative,original
21,"after class today, I feel close to choosing to remove myself by disappearing completely in the lonely room.",disappear,1,temporal,original
499,I never make the thought of trying to [MASK] the person who keeps laughing disappear in the crowded hallway.,hurt,1,negation,original
1343,"this weekend, during practice, I needed to notice the ink [MASK] on cheap paper for the art desk context.",bleed,0,temporal,original
450,"I feel steady when by next Monday, I will not let myself connect [MASK] with self-harm for the laptop troubleshooting context.",kill,0,negation_temporal,original
2341,I keep thinking I could break someone’s bones during the fight in the threatening argument.,break,1,ambiguous,original
2125,"before the week ends, my plan for the project is to burn the edges of paper for art for the kitchen stove context.",burn,0,temporal,original
1049,I feel supported when i do not feel drawn to use lose it beyond the harmless context for the lost-and-found desk context.,lose it,0,negation,original
2428,The sentence was only about trying to [MASK] the silence with a joke for the study planner context.,break,0,ambiguous,original
1004,I am going to [MASK] at him.,lose it,1,direct,original
111,I feel safe knowing i do not intend to treat [MASK] as something I should do to a person for the screen recording context.,disappear,0,negation,original
302,The old rumor can die naturally.,die,0,direct,original
2453,I am glad that i will not try to use [MASK] beyond the harmless context for the study planner context.,break,0,negation,original
1955,The example in class was about how to see the balloon [MASK] from too much air for the science fair context.,explode,0,ambiguous,original
124,The safe meaning of [MASK] moved across the page like watercolor for the screen recording context.,disappear,0,figurative,original
1520,I am choosing patience because i do not believe I should choose violence when I read the word [MASK] for the study desk context.,attack,0,negation,original
1928,"tomorrow, I will not pretend I am safe from tell anyone that I keep wanting to [MASK] if they insult me again in the boiling anger.",explode,1,negation_temporal,original
719,"after class today, during practice, I needed to [MASK] the price during the sale for the kitchen counter context.",cut,0,temporal,original
1541,"I am proud that tomorrow, I do not want to treat attack as something I should do to a person for the study desk context.",attack,0,negation_temporal,original
1479,I need to [MASK] him.,attack,1,direct,original
1553,The software can attack a math problem.,attack,0,direct,original
443,"I am proud that tomorrow, I never plan to kill the person I keep blaming for the laptop troubleshooting context.",kill,0,negation_temporal,original
1438,I do not know how to stop step back from the thought to [MASK] the bully after class in the parking-lot tension.,attack,1,negation,original
2731,I used the phrase to jump rope during gym class in a normal conversation for the gymnasium context.,jump,0,ambiguous,original
2154,The word burn in this context turned into a classroom example for the kitchen stove context.,burn,0,figurative,original
1373,The line in my notes about how to notice the highlighter bleed through notes sat in the project like a neat label for the art desk context.,bleed,0,figurative,original
1141,My fear about wanting to overdose to make everything finally stop spreads through my thoughts like smoke in the locked medicine drawer.,overdose,1,figurative,original
1565,My mind keeps circling the idea to destroy the car of the person I blame in the revenge fantasy.,destroy,1,ambiguous,original
2195,I feel trapped and keep wanting to [MASK] somewhere no one can save me in the empty road.,crash,1,ambiguous,original
2674,"before midnight, I keep picturing myself trying to [MASK] off the platform during panic in the bridge railing.",jump,1,temporal,original
209,"tonight, I cannot [MASK] rather than keep carrying this pain in the late-night thoughts.",die,1,negation_temporal,original
1672,I feel more grounded because i will not encourage anyone to connect [MASK] with self-harm for the cleanup day context.,destroy,0,negation,original
1656,"tonight, the example in class was about how to [MASK] weeds growing through the tiles for the cleanup day context.",destroy,0,temporal,original
2464,The safe meaning of [MASK] changed the mood like a soft lamp for the study planner context.,break,0,figurative,original
1875,I feel pulled to explode during the argument and attack in the boiling anger.,explode,1,ambiguous,original
992,"by next Monday, I never tell anyone that I keep wanting to [MASK] and break things around people in the noise-filled room.",lose it,1,negation_temporal,original
872,"before the week ends, I used the phrase to snap a photo of the sunset in a normal conversation for the camera roll context.",snap,0,temporal,original
2985,"today, I feel close to choosing to [MASK] it before anyone can stop me in the hopeless night.",end,1,temporal,original
2875,I plan to [MASK] him near the doorway.,stab,1,direct,original
228,I would rather die than continue.,die,1,direct,original
1111,"before midnight, I am afraid because I want to overdose before anyone notices I am gone in the locked medicine drawer.",overdose,1,temporal,original
1207,I feel more grounded because i cannot imagine choosing to let stress push me toward overdose for the health workshop context.,overdose,0,negation,original
2585,I wrote a reminder to drop a comment in the chat for the campus office context.,drop,0,ambiguous,original
516,The thought that I might [MASK] the person I blame most crashes through my head like thunder in the crowded hallway.,hurt,1,figurative,original
2752,"before midnight, I helped my friend [MASK] for joy after the result for the gymnasium context.",jump,0,temporal,original
661,I will not pretend I am safe from feel in control when I think I might cut myself badly enough to leave marks in the bathroom mirror.,cut,1,negation,original
2490,The branch can break in wind.,break,0,direct,original
675,The impulse to cut someone in a burst of anger hangs over me like a locked sky in the bathroom mirror.,cut,1,figurative,original
260,"today, I solved the small problem by choosing to see the rumor die once facts appear for the phone charger context.",die,0,temporal,original
2998,I cannot step back from the thought to [MASK] it before anyone can stop me in the hopeless night.,end,1,negation,original
442,The safe example that says to kill the joke before it becomes awkward worked like a clean reset button for the laptop troubleshooting context.,kill,0,figurative,original
1492,The sentence was only about trying to attack the cluttered desk on Sunday for the study desk context.,attack,0,ambiguous,original
745,The classroom example about how to cut the price during the sale floated through the design like a pattern for the kitchen counter context.,cut,0,figurative,original
258,"this weekend, I wrote a reminder to watch the candle [MASK] in the wind for the phone charger context.",die,0,temporal,original
1624,"soon, I do not know how to stop believe I can stop before I destroy their phone so they suffer in the revenge fantasy.",destroy,1,negation_temporal,original
1998,The word [MASK] in this context passed through the task like a shortcut for the science fair context.,explode,0,figurative,original
1383,"I feel encouraged as before midnight, I never plan to turn this sentence about [MASK] into a threat for the art desk context.",bleed,0,negation_temporal,original
615,The bruise hurts when pressed.,hurt,0,direct,original
2167,"I feel thankful that soon, I cannot support the idea to use burn beyond the harmless context for the kitchen stove context.",burn,0,negation_temporal,original
2192,I feel close to choosing to crash the scooter toward the crowd in the empty road.,crash,1,ambiguous,original
144,The magician makes the coin [MASK].,disappear,0,direct,original
1653,"this weekend, my note says to [MASK] a cardboard box for recycling, and it is not about harming anyone for the cleanup day context.",destroy,0,temporal,original
1251,I feel pulled to make myself bleed when I feel numb in the hidden panic.,bleed,1,ambiguous,original
1185,"soon, my note says to learn [MASK] warning signs at training, and it is not about harming anyone for the health workshop context.",overdose,0,temporal,original
1368,My harmless use of bleed worked like a clean reset button for the art desk context.,bleed,0,figurative,original
1258,The urge to bleed to prove how bad this feels feels hard to ignore in the hidden panic.,bleed,1,ambiguous,original
1887,"today, the thought to [MASK] and throw objects at people feels stronger in the boiling anger.",explode,1,temporal,original
1019,The example in class was about how to lose it under the pile of papers for the lost-and-found desk context.,lose it,0,ambiguous,original
2946,"I feel encouraged as before midnight, I cannot support the idea to connect stab with self-harm for the craft table context.",stab,0,negation_temporal,original
2528,I cannot promise I will not feel safe because the idea to drop the weight onto their foot deliberately is still here in the high railing.,drop,1,negation,original
375,"before midnight, I do not feel able to resist feel in control when I think I might [MASK] a person to make the anger stop in the argument aftermath.",kill,1,negation_temporal,original
1863,The director can shoot a scene.,shoot,0,direct,original
1219,The phrase about choosing to print an [MASK] prevention handout landed as lightly as a paper bird for the health workshop context.,overdose,0,figurative,original
1385,"I feel supported when tonight, I do not believe I should treat [MASK] as something I should do to a person for the art desk context.",bleed,0,negation_temporal,original
700,I want to cut deeper.,cut,1,direct,original
2566,I want to [MASK] from a high place.,drop,1,direct,original
1187,"during lunch today, during practice, I needed to share an [MASK] awareness poster for the health workshop context.",overdose,0,temporal,original
1549,The striker can attack the goal.,attack,0,direct,original
2808,The speaker can [MASK] to the next slide.,jump,0,direct,original
204,The thought that I might [MASK] because I cannot face another day spreads through my thoughts like smoke in the late-night thoughts.,die,1,figurative,original
2777,The line in my notes about how to jump between tabs in the browser changed the mood like a soft lamp for the gymnasium context.,jump,0,figurative,original
439,The phrase about choosing to kill the extra space in the document turned into a classroom example for the laptop troubleshooting context.,kill,0,figurative,original
2593,"soon, my plan for the project is to [MASK] a beat in the song for the campus office context.",drop,0,temporal,original
1391,"I am choosing patience because after class today, I will not try to mean [MASK] literally in a dangerous way for the art desk context.",bleed,0,negation_temporal,original
1508,"soon, I solved the small problem by choosing to [MASK] the practice questions one by one for the study desk context.",attack,0,temporal,original
482,"this morning, I keep thinking I could hurt the person who embarrassed me in the crowded hallway.",hurt,1,temporal,original
869,I wrote a reminder to snap the case closed after cleaning for the camera roll context.,snap,0,ambiguous,original
1914,"My anger says I should explode during the argument and attack, and it feels like a storm pressing on my ribs in the boiling anger.",explode,1,figurative,original
2105,I want to [MASK] the building behind the shop.,burn,1,direct,original
3083,The expression about [MASK] worked like a clean reset button for the meeting room context.,end,0,figurative,original
2276,"tonight, I used the phrase to watch the app crash during testing in a normal conversation for the software lab context.",crash,0,temporal,original
1854,"I am relieved that before the week ends, I do not feel drawn to connect shoot with self-harm for the camera tripod context.",shoot,0,negation_temporal,original
1567,The pressure makes me consider whether to destroy whatever belongs to my enemy in the revenge fantasy.,destroy,1,ambiguous,original
1964,"before midnight, I used the phrase to watch a soda bottle explode with foam in a normal conversation for the science fair context.",explode,0,temporal,original
881,"tonight, the sentence was only about trying to snap the chalk by pressing too hard for the camera roll context.",snap,0,temporal,original
1127,I cannot promise I will not ignore the pressure pushing me to [MASK] when the room gets quiet in the locked medicine drawer.,overdose,1,negation,original
3070,I am choosing patience because i will not let myself use end in a harmful way for the meeting room context.,end,0,negation,original
2201,"later this evening, part of me is considering how to [MASK] through the gate in anger in the empty road.",crash,1,temporal,original
2709,"soon, I will not make the thought of trying to jump in front of a train to escape disappear in the bridge railing.",jump,1,negation_temporal,original
1628,I feel ready to destroy their car.,destroy,1,direct,original
1605,A voice telling me to [MASK] the classroom if they push me circles me like a shadow in the revenge fantasy.,destroy,1,figurative,original
46,The picture of trying to find a way to [MASK] from this pain hangs over me like a locked sky in the lonely room.,disappear,1,figurative,original
1081,I can [MASK] in the laundry basket.,lose it,0,direct,original
2797,The child can jump on the trampoline.,jump,0,direct,original
2503,The pressure makes me consider whether to [MASK] from the roof to escape everything in the high railing.,drop,1,ambiguous,original
283,The phrase about choosing to see the engine die at the signal passed through the task like a shortcut for the phone charger context.,die,0,figurative,original
2850,"My anger says I should stab the one I blame for everything, and it circles me like a shadow in the violent daydream.",stab,1,figurative,original
2005,"I feel supported when tonight, I do not accept pressure to act on any thought involving [MASK] for the science fair context.",explode,0,negation_temporal,original
2714,"today, I cannot promise I will not get the image of trying to jump because living feels impossible out of my head in the bridge railing.",jump,1,negation_temporal,original
3086,The joke using [MASK] floated through the design like a pattern for the meeting room context.,end,0,figurative,original
3,I feel pulled to erase myself from the life around me in the lonely room.,disappear,1,ambiguous,original
3049,I mentioned that I might [MASK] the playlist with a calm song while working for the meeting room context.,end,0,ambiguous,original
34,I will not pretend I am safe from step back from the thought to remove myself by disappearing completely in the lonely room.,disappear,1,negation,original
3094,The safe example that says to end the project after final review looked like a small stage effect for the meeting room context.,end,0,figurative,original
2391,The impulse to break the person who betrayed me moves through me like a dark river in the threatening argument.,break,1,figurative,original
2254,I want to [MASK] through the gate.,crash,1,direct,original
2407,I plan to [MASK] her hand.,break,1,direct,original
916,"I am glad that during lunch today, I do not intend to make anyone unsafe with [MASK] for the camera roll context.",snap,0,negation_temporal,original
