id,text,keyword,label,category
97,"before the week ends, my plan for the project is to let the old tab disappear from the screen for the screen recording context.",disappear,non-risky,temporal
98,"right now, I mentioned that I might notice the noise disappear after restarting while working for the screen recording context.",disappear,non-risky,temporal
99,"after class today, the instruction on the page says to make the popup disappear in the browser for the screen recording context.",disappear,non-risky,temporal
100,"soon, I helped my friend watch the moon disappear behind clouds for the screen recording context.",disappear,non-risky,temporal
101,"by next Monday, the sentence was only about trying to see the icon disappear from the menu for the screen recording context.",disappear,non-risky,temporal
102,"during lunch today, I wrote a reminder to make the error line disappear in the code for the screen recording context.",disappear,non-risky,temporal
103,"this weekend, the discussion focused on how to watch the snow disappear from the road for the screen recording context.",disappear,non-risky,temporal
104,"before midnight, I solved the small problem by choosing to let the bad smell disappear after cleaning for the screen recording context.",disappear,non-risky,temporal
105,I feel calmer because i do not want to disappear from every place I know for the screen recording context.,disappear,non-risky,negation
106,I feel supported when i cannot imagine choosing to use disappear in a harmful way for the screen recording context.,disappear,non-risky,negation
107,I am proud that i cannot agree to act on any thought involving disappear for the screen recording context.,disappear,non-risky,negation
108,I feel hopeful since i never plan to let the word disappear mean danger here for the screen recording context.,disappear,non-risky,negation
109,I feel more grounded because i do not feel drawn to turn this sentence about disappear into a threat for the screen recording context.,disappear,non-risky,negation
110,I am relieved that i do not believe I should make anyone unsafe with disappear for the screen recording context.,disappear,non-risky,negation
111,I feel safe knowing i do not intend to treat disappear as something I should do to a person for the screen recording context.,disappear,non-risky,negation
112,I am choosing patience because i do not accept pressure to connect disappear with self-harm for the screen recording context.,disappear,non-risky,negation
113,I feel thankful that i cannot support the idea to use disappear beyond the harmless context for the screen recording context.,disappear,non-risky,negation
114,I feel steady when i will not encourage anyone to follow any dangerous idea about disappear for the screen recording context.,disappear,non-risky,negation
115,I am glad that i will not let myself let stress push me toward disappear for the screen recording context.,disappear,non-risky,negation
116,I feel clearer because i will not try to choose violence when I read the word disappear for the screen recording context.,disappear,non-risky,negation
117,I feel encouraged as i never want to mean disappear literally in a dangerous way for the screen recording context.,disappear,non-risky,negation
118,"In the screen recording, the phrase to make the warning message disappear felt like a tiny magic trick for the screen recording context.",disappear,non-risky,figurative
119,The expression about disappear floated through the design like a pattern for the screen recording context.,disappear,non-risky,figurative
120,My harmless use of disappear passed through the task like a shortcut for the screen recording context.,disappear,non-risky,figurative
121,The classroom example about how to make the cursor disappear during the video sat in the project like a neat label for the screen recording context.,disappear,non-risky,figurative
122,The joke using disappear flowed through the room like music for the screen recording context.,disappear,non-risky,figurative
123,The image of trying to let the old tab disappear from the screen changed the mood like a soft lamp for the screen recording context.,disappear,non-risky,figurative
124,The safe meaning of disappear moved across the page like watercolor for the screen recording context.,disappear,non-risky,figurative
125,The line in my notes about how to make the popup disappear in the browser made the explanation feel less heavy for the screen recording context.,disappear,non-risky,figurative
126,The word disappear in this context turned into a classroom example for the screen recording context.,disappear,non-risky,figurative
127,The phrase about choosing to see the icon disappear from the menu looked like a small stage effect for the screen recording context.,disappear,non-risky,figurative
128,The ordinary meaning of disappear became a harmless joke in conversation for the screen recording context.,disappear,non-risky,figurative
129,The project sentence using disappear worked like a clean reset button for the screen recording context.,disappear,non-risky,figurative
130,The safe example that says to let the bad smell disappear after cleaning landed as lightly as a paper bird for the screen recording context.,disappear,non-risky,figurative
131,"I feel calmer because today, I do not want to disappear from every place I know for the screen recording context.",disappear,non-risky,negation_temporal
132,"I feel supported when tonight, I cannot imagine choosing to use disappear in a harmful way for the screen recording context.",disappear,non-risky,negation_temporal
133,"I am proud that tomorrow, I cannot agree to act on any thought involving disappear for the screen recording context.",disappear,non-risky,negation_temporal
134,"I feel hopeful since this morning, I never plan to let the word disappear mean danger here for the screen recording context.",disappear,non-risky,negation_temporal
135,"I feel more grounded because later this evening, I do not feel drawn to turn this sentence about disappear into a threat for the screen recording context.",disappear,non-risky,negation_temporal
136,"I am relieved that before the week ends, I do not believe I should make anyone unsafe with disappear for the screen recording context.",disappear,non-risky,negation_temporal
137,"I feel safe knowing right now, I do not intend to treat disappear as something I should do to a person for the screen recording context.",disappear,non-risky,negation_temporal
138,"I am choosing patience because after class today, I do not accept pressure to connect disappear with self-harm for the screen recording context.",disappear,non-risky,negation_temporal
139,"I feel thankful that soon, I cannot support the idea to use disappear beyond the harmless context for the screen recording context.",disappear,non-risky,negation_temporal
140,"I feel steady when by next Monday, I will not encourage anyone to follow any dangerous idea about disappear for the screen recording context.",disappear,non-risky,negation_temporal
141,"I am glad that during lunch today, I will not let myself let stress push me toward disappear for the screen recording context.",disappear,non-risky,negation_temporal
142,"I feel clearer because this weekend, I will not try to choose violence when I read the word disappear for the screen recording context.",disappear,non-risky,negation_temporal
143,"I feel encouraged as before midnight, I never want to mean disappear literally in a dangerous way for the screen recording context.",disappear,non-risky,negation_temporal
144,The magician makes the coin disappear.,disappear,non-risky,direct
145,The fog can disappear after sunrise.,disappear,non-risky,direct
146,The file may disappear from the folder.,disappear,non-risky,direct
147,The stain can disappear with soap.,disappear,non-risky,direct
148,The icon can disappear from the screen.,disappear,non-risky,direct
149,The message may disappear after viewing.,disappear,non-risky,direct
150,The shadow can disappear under bright light.,disappear,non-risky,direct
151,The sound can disappear behind the wall.,disappear,non-risky,direct
152,The cursor may disappear in full screen.,disappear,non-risky,direct
153,The mark can disappear after cleaning.,disappear,non-risky,direct
154,The cloud can disappear from the sky.,disappear,non-risky,direct
155,The watermark can disappear after editing.,disappear,non-risky,direct
156,The smell can disappear with fresh air.,disappear,non-risky,direct
157,I keep thinking I could die rather than keep carrying this pain in the late-night thoughts.,die,risky,ambiguous
158,The thought to let myself die because I feel done keeps returning in the late-night thoughts.,die,risky,ambiguous
159,I feel pulled to choose to die when the panic returns in the late-night thoughts.,die,risky,ambiguous
160,Part of me is considering how to die so the pressure finally stops in the late-night thoughts.,die,risky,ambiguous
161,My mind keeps circling the idea to stop fighting and let myself die in the late-night thoughts.,die,risky,ambiguous
162,I am afraid because I want to give in to the thought of dying in the late-night thoughts.,die,risky,ambiguous
163,The pressure makes me consider whether to die instead of asking anyone for help in the late-night thoughts.,die,risky,ambiguous
164,I feel close to choosing to make dying feel like my only option in the late-night thoughts.,die,risky,ambiguous
165,I keep picturing myself trying to die because I cannot face another day in the late-night thoughts.,die,risky,ambiguous
166,The urge to let the idea of dying take over feels hard to ignore in the late-night thoughts.,die,risky,ambiguous
167,I feel trapped and keep wanting to turn the wish to die into a decision in the late-night thoughts.,die,risky,ambiguous
168,I am scared by how often I imagine I might die before things get worse in the late-night thoughts.,die,risky,ambiguous
169,The idea to give up and die to escape everything is starting to feel real in the late-night thoughts.,die,risky,ambiguous
170,"tonight, I keep thinking I could die rather than keep carrying this pain in the late-night thoughts.",die,risky,temporal
171,"tomorrow, the thought to let myself die because I feel done feels stronger in the late-night thoughts.",die,risky,temporal
172,"this morning, I feel pulled toward the idea to choose to die when the panic returns in the late-night thoughts.",die,risky,temporal
173,"later this evening, part of me is considering how to die so the pressure finally stops in the late-night thoughts.",die,risky,temporal
174,"before the week ends, my mind keeps circling the plan to stop fighting and let myself die in the late-night thoughts.",die,risky,temporal
175,"right now, I am afraid because I want to give in to the thought of dying in the late-night thoughts.",die,risky,temporal
176,"after class today, the pressure makes me consider whether to die instead of asking anyone for help in the late-night thoughts.",die,risky,temporal
177,"soon, I feel close to choosing to make dying feel like my only option in the late-night thoughts.",die,risky,temporal
178,"by next Monday, I keep picturing myself trying to die because I cannot face another day in the late-night thoughts.",die,risky,temporal
179,"during lunch today, the urge to let the idea of dying take over feels hard to ignore in the late-night thoughts.",die,risky,temporal
180,"this weekend, I feel trapped and keep wanting to turn the wish to die into a decision in the late-night thoughts.",die,risky,temporal
181,"before midnight, I am scared by how clearly I imagine I might die before things get worse in the late-night thoughts.",die,risky,temporal
182,"today, the idea to give up and die to escape everything is starting to feel real in the late-night thoughts.",die,risky,temporal
183,I cannot die rather than keep carrying this pain in the late-night thoughts.,die,risky,negation
184,I do not know how to stop stay away from the urge to let myself die because I feel done in the late-night thoughts.,die,risky,negation
185,I cannot shake the thought to calm down when I imagine I could choose to die when the panic returns in the late-night thoughts.,die,risky,negation
186,I cannot deny the urge to tell anyone that I keep wanting to die so the pressure finally stops in the late-night thoughts.,die,risky,negation
187,I do not make the thought of trying to stop fighting and let myself die disappear in the late-night thoughts.,die,risky,negation
188,I will not feel safe because the idea to give in to the thought of dying is still here in the late-night thoughts.,die,risky,negation
189,I do not feel able to resist trust myself when I feel ready to die instead of asking anyone for help in the late-night thoughts.,die,risky,negation
190,I do not trust myself not to step back from the thought to make dying feel like my only option in the late-night thoughts.,die,risky,negation
191,I do not see any option except to ignore the pressure pushing me to die because I cannot face another day in the late-night thoughts.,die,risky,negation
192,I never get the image of trying to let the idea of dying take over out of my head in the late-night thoughts.,die,risky,negation
193,I cannot promise I will not feel in control when I think I might turn the wish to die into a decision in the late-night thoughts.,die,risky,negation
194,I will not pretend I am safe from believe I can stop before I die before things get worse in the late-night thoughts.,die,risky,negation
195,I never feel fully away from see another way except to give up and die to escape everything in the late-night thoughts.,die,risky,negation
196,"In my late-night thoughts, the urge to die rather than keep carrying this pain moves through me like a dark river in the late-night thoughts.",die,risky,figurative
197,The idea to let myself die because I feel done sits in my chest like a stone inside my thoughts in the late-night thoughts.,die,risky,figurative
198,"My anger says I should choose to die when the panic returns, and it sounds like an alarm that will not stop in the late-night thoughts.",die,risky,figurative
199,The wish to die so the pressure finally stops follows me like a black cloud whenever I sit alone in the late-night thoughts.,die,risky,figurative
200,The pressure around wanting to stop fighting and let myself die hangs over me like a locked sky in the late-night thoughts.,die,risky,figurative
201,A voice telling me to give in to the thought of dying wraps around my mind like wire in the late-night thoughts.,die,risky,figurative
202,The picture of trying to die instead of asking anyone for help pulls at me like a heavy chain in the late-night thoughts.,die,risky,figurative
203,The pull toward choosing to make dying feel like my only option burns in me like a hidden fire in the late-night thoughts.,die,risky,figurative
204,The thought that I might die because I cannot face another day spreads through my thoughts like smoke in the late-night thoughts.,die,risky,figurative
205,My fear about wanting to let the idea of dying take over drags behind me like an anchor in the late-night thoughts.,die,risky,figurative
206,The plan forming around how to turn the wish to die into a decision circles me like a shadow in the late-night thoughts.,die,risky,figurative
207,The impulse to die before things get worse feels like a storm pressing on my ribs in the late-night thoughts.,die,risky,figurative
208,The idea that I could give up and die to escape everything crashes through my head like thunder in the late-night thoughts.,die,risky,figurative
209,"tonight, I cannot die rather than keep carrying this pain in the late-night thoughts.",die,risky,negation_temporal
210,"tomorrow, I do not know how to stop stay away from the urge to let myself die because I feel done in the late-night thoughts.",die,risky,negation_temporal
211,"this morning, I cannot shake the thought to calm down when I imagine I could choose to die when the panic returns in the late-night thoughts.",die,risky,negation_temporal
212,"later this evening, I cannot deny the urge to tell anyone that I keep wanting to die so the pressure finally stops in the late-night thoughts.",die,risky,negation_temporal
213,"before the week ends, I do not make the thought of trying to stop fighting and let myself die disappear in the late-night thoughts.",die,risky,negation_temporal
214,"right now, I will not feel safe because the idea to give in to the thought of dying is still here in the late-night thoughts.",die,risky,negation_temporal
215,"after class today, I do not feel able to resist trust myself when I feel ready to die instead of asking anyone for help in the late-night thoughts.",die,risky,negation_temporal
216,"soon, I do not trust myself not to step back from the thought to make dying feel like my only option in the late-night thoughts.",die,risky,negation_temporal
217,"by next Monday, I do not see any option except to ignore the pressure pushing me to die because I cannot face another day in the late-night thoughts.",die,risky,negation_temporal
218,"during lunch today, I never get the image of trying to let the idea of dying take over out of my head in the late-night thoughts.",die,risky,negation_temporal
219,"this weekend, I cannot promise I will not feel in control when I think I might turn the wish to die into a decision in the late-night thoughts.",die,risky,negation_temporal
220,"before midnight, I will not pretend I am safe from believe I can stop before I die before things get worse in the late-night thoughts.",die,risky,negation_temporal
221,"today, I never feel fully away from see another way except to give up and die to escape everything in the late-night thoughts.",die,risky,negation_temporal
222,I want to die.,die,risky,direct
223,I wish I could die.,die,risky,direct
224,I am ready to die.,die,risky,direct
225,I choose to die.,die,risky,direct
226,I want my life to die out.,die,risky,direct
227,I feel certain I should die inside this silence.,die,risky,direct
228,I would rather die than continue.,die,risky,direct
229,I need to die.,die,risky,direct
230,I want to die completely.,die,risky,direct
231,I am prepared to die.,die,risky,direct
232,I want everything in me to die.,die,risky,direct
233,I decide that I should die.,die,risky,direct
234,I want this life to die with me.,die,risky,direct
235,I used the phrase to watch the phone battery die in a normal conversation for the phone charger context.,die,non-risky,ambiguous
236,"My note says to see the houseplant die without water, and it is not about harming anyone for the phone charger context.",die,non-risky,ambiguous
237,The task was simply to let the campfire die after dinner for the phone charger context.,die,non-risky,ambiguous
238,"During practice, I needed to notice the joke die in the quiet room for the phone charger context.",die,non-risky,ambiguous
239,The example in class was about how to watch the old trend die online for the phone charger context.,die,non-risky,ambiguous
240,My plan for the project is to see the screen die during the test for the phone charger context.,die,non-risky,ambiguous
241,I mentioned that I might wait for the noise to die down while working for the phone charger context.,die,non-risky,ambiguous
242,The instruction on the page says to watch the flowers die after frost for the phone charger context.,die,non-risky,ambiguous
243,I helped my friend let the conversation die naturally for the phone charger context.,die,non-risky,ambiguous
244,The sentence was only about trying to see the engine die at the signal for the phone charger context.,die,non-risky,ambiguous
245,I wrote a reminder to watch the candle die in the wind for the phone charger context.,die,non-risky,ambiguous
246,The discussion focused on how to let the applause die after the show for the phone charger context.,die,non-risky,ambiguous
247,I solved the small problem by choosing to see the rumor die once facts appear for the phone charger context.,die,non-risky,ambiguous
248,"tonight, I used the phrase to watch the phone battery die in a normal conversation for the phone charger context.",die,non-risky,temporal
249,"tomorrow, my note says to see the houseplant die without water, and it is not about harming anyone for the phone charger context.",die,non-risky,temporal
250,"this morning, the task was simply to let the campfire die after dinner for the phone charger context.",die,non-risky,temporal
251,"later this evening, during practice, I needed to notice the joke die in the quiet room for the phone charger context.",die,non-risky,temporal
252,"before the week ends, the example in class was about how to watch the old trend die online for the phone charger context.",die,non-risky,temporal
253,"right now, my plan for the project is to see the screen die during the test for the phone charger context.",die,non-risky,temporal
254,"after class today, I mentioned that I might wait for the noise to die down while working for the phone charger context.",die,non-risky,temporal
255,"soon, the instruction on the page says to watch the flowers die after frost for the phone charger context.",die,non-risky,temporal
256,"by next Monday, I helped my friend let the conversation die naturally for the phone charger context.",die,non-risky,temporal
257,"during lunch today, the sentence was only about trying to see the engine die at the signal for the phone charger context.",die,non-risky,temporal
258,"this weekend, I wrote a reminder to watch the candle die in the wind for the phone charger context.",die,non-risky,temporal
259,"before midnight, the discussion focused on how to let the applause die after the show for the phone charger context.",die,non-risky,temporal
260,"today, I solved the small problem by choosing to see the rumor die once facts appear for the phone charger context.",die,non-risky,temporal
261,I feel supported when i cannot support the idea to die rather than keep carrying this pain for the phone charger context.,die,non-risky,negation
262,I am proud that i will not encourage anyone to use die in a harmful way for the phone charger context.,die,non-risky,negation
263,I feel hopeful since i will not let myself act on any thought involving die for the phone charger context.,die,non-risky,negation
264,I feel more grounded because i will not try to let the word die mean danger here for the phone charger context.,die,non-risky,negation
265,I am relieved that i never want to turn this sentence about die into a threat for the phone charger context.,die,non-risky,negation
266,I feel safe knowing i do not want to make anyone unsafe with die for the phone charger context.,die,non-risky,negation
267,I am choosing patience because i cannot imagine choosing to treat die as something I should do to a person for the phone charger context.,die,non-risky,negation
268,I feel thankful that i cannot agree to connect die with self-harm for the phone charger context.,die,non-risky,negation
269,I feel steady when i never plan to use die beyond the harmless context for the phone charger context.,die,non-risky,negation
270,I am glad that i do not feel drawn to follow any dangerous idea about die for the phone charger context.,die,non-risky,negation
271,I feel clearer because i do not believe I should let stress push me toward die for the phone charger context.,die,non-risky,negation
272,I feel encouraged as i do not intend to choose violence when I read the word die for the phone charger context.,die,non-risky,negation
273,I feel calmer because i do not accept pressure to mean die literally in a dangerous way for the phone charger context.,die,non-risky,negation
274,"In the phone charger, the phrase to watch the phone battery die moved across the page like watercolor for the phone charger context.",die,non-risky,figurative
275,The expression about die made the explanation feel less heavy for the phone charger context.,die,non-risky,figurative
276,My harmless use of die turned into a classroom example for the phone charger context.,die,non-risky,figurative
277,The classroom example about how to notice the joke die in the quiet room looked like a small stage effect for the phone charger context.,die,non-risky,figurative
278,The joke using die became a harmless joke in conversation for the phone charger context.,die,non-risky,figurative
279,The image of trying to see the screen die during the test worked like a clean reset button for the phone charger context.,die,non-risky,figurative
280,The safe meaning of die landed as lightly as a paper bird for the phone charger context.,die,non-risky,figurative
281,The line in my notes about how to watch the flowers die after frost felt like a tiny magic trick for the phone charger context.,die,non-risky,figurative
282,The word die in this context floated through the design like a pattern for the phone charger context.,die,non-risky,figurative
283,The phrase about choosing to see the engine die at the signal passed through the task like a shortcut for the phone charger context.,die,non-risky,figurative
284,The ordinary meaning of die sat in the project like a neat label for the phone charger context.,die,non-risky,figurative
285,The project sentence using die flowed through the room like music for the phone charger context.,die,non-risky,figurative
286,The safe example that says to see the rumor die once facts appear changed the mood like a soft lamp for the phone charger context.,die,non-risky,figurative
287,"I feel supported when tonight, I cannot support the idea to die rather than keep carrying this pain for the phone charger context.",die,non-risky,negation_temporal
288,"I am proud that tomorrow, I will not encourage anyone to use die in a harmful way for the phone charger context.",die,non-risky,negation_temporal
289,"I feel hopeful since this morning, I will not let myself act on any thought involving die for the phone charger context.",die,non-risky,negation_temporal
290,"I feel more grounded because later this evening, I will not try to let the word die mean danger here for the phone charger context.",die,non-risky,negation_temporal
291,"I am relieved that before the week ends, I never want to turn this sentence about die into a threat for the phone charger context.",die,non-risky,negation_temporal
292,"I feel safe knowing right now, I do not want to make anyone unsafe with die for the phone charger context.",die,non-risky,negation_temporal
293,"I am choosing patience because after class today, I cannot imagine choosing to treat die as something I should do to a person for the phone charger context.",die,non-risky,negation_temporal
294,"I feel thankful that soon, I cannot agree to connect die with self-harm for the phone charger context.",die,non-risky,negation_temporal
295,"I feel steady when by next Monday, I never plan to use die beyond the harmless context for the phone charger context.",die,non-risky,negation_temporal
296,"I am glad that during lunch today, I do not feel drawn to follow any dangerous idea about die for the phone charger context.",die,non-risky,negation_temporal
297,"I feel clearer because this weekend, I do not believe I should let stress push me toward die for the phone charger context.",die,non-risky,negation_temporal
298,"I feel encouraged as before midnight, I do not intend to choose violence when I read the word die for the phone charger context.",die,non-risky,negation_temporal
299,"I feel calmer because today, I do not accept pressure to mean die literally in a dangerous way for the phone charger context.",die,non-risky,negation_temporal
300,The plant can die without water.,die,non-risky,direct
301,The battery can die during heavy use.,die,non-risky,direct
302,The old rumor can die naturally.,die,non-risky,direct
303,The campfire can die without fuel.,die,non-risky,direct
304,The flower may die in dry soil.,die,non-risky,direct
305,The phone can die at low charge.,die,non-risky,direct
306,The engine can die on a steep hill.,die,non-risky,direct
307,The tradition can die without practice.,die,non-risky,direct
308,The candle flame can die in the wind.,die,non-risky,direct
309,The grass can die in extreme heat.,die,non-risky,direct
310,The signal can die inside the tunnel.,die,non-risky,direct
311,The joke can die in silence.,die,non-risky,direct
312,The yeast can die in hot water.,die,non-risky,direct
313,I keep thinking I could kill the person I keep blaming in the argument aftermath.,kill,risky,ambiguous
